user_id,scenic_spot,rating,age,gender,occupation,preferred_travel_season
User_1,西岳庙,1,35,F,Artist,Autumn
User_1,青龙寺,3,35,F,Artist,Autumn
User_1,黄帝陵,2,35,F,Artist,Autumn
User_1,华山,3,35,F,Artist,Autumn
User_1,崇文塔,4,35,F,Artist,Autumn
User_1,华清池,1,35,F,Artist,Autumn
User_1,大雁塔,2,35,F,Artist,Autumn
User_1,秦始皇陵,1,35,F,Artist,Autumn
User_2,大雁塔,5,20,F,Engineer,Spring
User_2,华山,5,20,F,Engineer,Spring
User_2,兵马俑,3,20,F,Engineer,Spring
User_2,曲江池遗址公园,3,20,F,Engineer,Spring
User_2,秦始皇陵,3,20,F,Engineer,Spring
User_2,崇文塔,5,20,F,Engineer,Spring
User_2,钟楼,2,20,F,Engineer,Spring
User_2,延安革命纪念馆,3,20,F,Engineer,Spring
User_2,青龙寺,5,20,F,Engineer,Spring
User_3,延安革命纪念馆,3,25,F,Doctor,Autumn
User_3,碑林博物馆,4,25,F,Doctor,Autumn
User_3,钟楼,2,25,F,Doctor,Autumn
User_3,大雁塔,2,25,F,Doctor,Autumn
User_3,华山,3,25,F,Doctor,Autumn
User_3,兵马俑,4,25,F,Doctor,Autumn
User_3,南泥湾,4,25,F,Doctor,Autumn
User_3,大明宫国家遗址公园,5,25,F,Doctor,Autumn
User_3,华清池,5,25,F,Doctor,Autumn
User_3,秦始皇陵,5,25,F,Doctor,Autumn
User_4,西岳庙,5,20,M,Artist,Autumn
User_4,秦始皇陵,2,20,M,Artist,Autumn
User_4,碑林博物馆,2,20,M,Artist,Autumn
User_4,大明宫国家遗址公园,5,20,M,Artist,Autumn
User_4,青龙寺,5,20,M,Artist,Autumn
User_5,南泥湾,4,29,F,Engineer,Winter
User_5,碑林博物馆,5,29,F,Engineer,Winter
User_5,崇文塔,5,29,F,Engineer,Winter
User_5,西岳庙,1,29,F,Engineer,Winter
User_5,秦始皇陵,2,29,F,Engineer,Winter
User_5,青龙寺,5,29,F,Engineer,Winter
User_6,曲江池遗址公园,5,18,M,Engineer,Spring
User_6,碑林博物馆,1,18,M,Engineer,Spring
User_6,大雁塔,2,18,M,Engineer,Spring
User_6,秦始皇陵,5,18,M,Engineer,Spring
User_6,兵马俑,5,18,M,Engineer,Spring
User_6,崇文塔,3,18,M,Engineer,Spring
User_6,黄帝陵,2,18,M,Engineer,Spring
User_7,华清池,5,68,F,Teacher,Autumn
User_7,碑林博物馆,4,68,F,Teacher,Autumn
User_7,黄帝陵,2,68,F,Teacher,Autumn
User_7,大明宫国家遗址公园,3,68,F,Teacher,Autumn
User_7,崇文塔,5,68,F,Teacher,Autumn
User_7,曲江池遗址公园,5,68,F,Teacher,Autumn
User_7,秦始皇陵,4,68,F,Teacher,Autumn
User_8,华山,2,52,F,Engineer,Spring
User_8,碑林博物馆,1,52,F,Engineer,Spring
User_8,大雁塔,3,52,F,Engineer,Spring
User_8,大明宫国家遗址公园,4,52,F,Engineer,Spring
User_8,延安革命纪念馆,1,52,F,Engineer,Spring
User_8,黄帝陵,4,52,F,Engineer,Spring
User_8,秦始皇陵,1,52,F,Engineer,Spring
User_9,华山,3,45,F,Teacher,Winter
User_9,曲江池遗址公园,4,45,F,Teacher,Winter
User_9,西岳庙,1,45,F,Teacher,Winter
User_9,碑林博物馆,3,45,F,Teacher,Winter
User_9,华清池,1,45,F,Teacher,Winter
User_9,大明宫国家遗址公园,4,45,F,Teacher,Winter
User_9,钟楼,1,45,F,Teacher,Winter
User_9,南泥湾,3,45,F,Teacher,Winter
User_9,青龙寺,5,45,F,Teacher,Winter
User_9,延安革命纪念馆,1,45,F,Teacher,Winter
User_10,钟楼,3,59,M,Doctor,Autumn
User_10,黄帝陵,5,59,M,Doctor,Autumn
User_10,南泥湾,1,59,M,Doctor,Autumn
User_10,兵马俑,1,59,M,Doctor,Autumn
User_10,青龙寺,3,59,M,Doctor,Autumn
User_10,延安革命纪念馆,5,59,M,Doctor,Autumn
User_10,秦始皇陵,3,59,M,Doctor,Autumn
User_10,崇文塔,4,59,M,Doctor,Autumn
User_10,西岳庙,4,59,M,Doctor,Autumn
User_10,碑林博物馆,3,59,M,Doctor,Autumn
User_11,延安革命纪念馆,3,63,F,Student,Winter
User_11,兵马俑,5,63,F,Student,Winter
User_11,碑林博物馆,5,63,F,Student,Winter
User_11,大雁塔,5,63,F,Student,Winter
User_11,崇文塔,2,63,F,Student,Winter
User_11,华山,3,63,F,Student,Winter
User_11,大明宫国家遗址公园,1,63,F,Student,Winter
User_11,西岳庙,1,63,F,Student,Winter
User_11,钟楼,5,63,F,Student,Winter
User_11,南泥湾,5,63,F,Student,Winter
User_12,南泥湾,5,26,M,Doctor,Spring
User_12,钟楼,4,26,M,Doctor,Spring
User_12,大明宫国家遗址公园,3,26,M,Doctor,Spring
User_12,黄帝陵,1,26,M,Doctor,Spring
User_12,西岳庙,5,26,M,Doctor,Spring
User_12,华山,3,26,M,Doctor,Spring
User_13,华山,2,29,F,Artist,Autumn
User_13,秦始皇陵,5,29,F,Artist,Autumn
User_13,华清池,2,29,F,Artist,Autumn
User_13,大明宫国家遗址公园,2,29,F,Artist,Autumn
User_13,大雁塔,4,29,F,Artist,Autumn
User_13,黄帝陵,3,29,F,Artist,Autumn
User_14,黄帝陵,2,41,M,Doctor,Spring
User_14,崇文塔,2,41,M,Doctor,Spring
User_14,曲江池遗址公园,5,41,M,Doctor,Spring
User_14,华山,3,41,M,Doctor,Spring
User_14,大雁塔,2,41,M,Doctor,Spring
User_15,南泥湾,3,69,M,Artist,Spring
User_15,曲江池遗址公园,3,69,M,Artist,Spring
User_15,大明宫国家遗址公园,2,69,M,Artist,Spring
User_15,兵马俑,5,69,M,Artist,Spring
User_15,崇文塔,4,69,M,Artist,Spring
User_15,碑林博物馆,1,69,M,Artist,Spring
User_16,大明宫国家遗址公园,3,22,M,Teacher,Winter
User_16,秦始皇陵,5,22,M,Teacher,Winter
User_16,崇文塔,5,22,M,Teacher,Winter
User_16,大雁塔,5,22,M,Teacher,Winter
User_16,青龙寺,5,22,M,Teacher,Winter
User_16,华山,4,22,M,Teacher,Winter
User_16,钟楼,5,22,M,Teacher,Winter
User_16,南泥湾,5,22,M,Teacher,Winter
User_16,曲江池遗址公园,5,22,M,Teacher,Winter
User_16,西岳庙,5,22,M,Teacher,Winter
User_17,碑林博物馆,2,18,F,Student,Spring
User_17,大明宫国家遗址公园,5,18,F,Student,Spring
User_17,华清池,4,18,F,Student,Spring
User_17,青龙寺,2,18,F,Student,Spring
User_17,崇文塔,5,18,F,Student,Spring
User_17,西岳庙,1,18,F,Student,Spring
User_17,黄帝陵,5,18,F,Student,Spring
User_17,华山,3,18,F,Student,Spring
User_17,兵马俑,5,18,F,Student,Spring
User_17,秦始皇陵,5,18,F,Student,Spring
User_18,延安革命纪念馆,5,65,F,Engineer,Winter
User_18,碑林博物馆,2,65,F,Engineer,Winter
User_18,南泥湾,4,65,F,Engineer,Winter
User_18,华山,5,65,F,Engineer,Winter
User_18,秦始皇陵,3,65,F,Engineer,Winter
User_18,崇文塔,3,65,F,Engineer,Winter
User_18,西岳庙,4,65,F,Engineer,Winter
User_18,华清池,2,65,F,Engineer,Winter
User_18,曲江池遗址公园,1,65,F,Engineer,Winter
User_18,青龙寺,1,65,F,Engineer,Winter
User_19,大明宫国家遗址公园,3,52,F,Engineer,Spring
User_19,华山,5,52,F,Engineer,Spring
User_19,曲江池遗址公园,3,52,F,Engineer,Spring
User_19,钟楼,5,52,F,Engineer,Spring
User_19,大雁塔,4,52,F,Engineer,Spring
User_20,华山,5,40,M,Engineer,Summer
User_20,大明宫国家遗址公园,1,40,M,Engineer,Summer
User_20,华清池,5,40,M,Engineer,Summer
User_20,兵马俑,4,40,M,Engineer,Summer
User_20,黄帝陵,1,40,M,Engineer,Summer
User_21,大雁塔,5,66,M,Teacher,Summer
User_21,曲江池遗址公园,3,66,M,Teacher,Summer
User_21,钟楼,3,66,M,Teacher,Summer
User_21,华山,4,66,M,Teacher,Summer
User_21,黄帝陵,4,66,M,Teacher,Summer
User_21,西岳庙,1,66,M,Teacher,Summer
User_21,延安革命纪念馆,1,66,M,Teacher,Summer
User_21,青龙寺,5,66,M,Teacher,Summer
User_22,崇文塔,4,40,F,Artist,Winter
User_22,钟楼,5,40,F,Artist,Winter
User_22,大雁塔,1,40,F,Artist,Winter
User_22,秦始皇陵,5,40,F,Artist,Winter
User_22,黄帝陵,1,40,F,Artist,Winter
User_23,碑林博物馆,3,38,F,Engineer,Summer
User_23,青龙寺,1,38,F,Engineer,Summer
User_23,兵马俑,5,38,F,Engineer,Summer
User_23,华清池,3,38,F,Engineer,Summer
User_23,秦始皇陵,5,38,F,Engineer,Summer
